info,first_candidate,council,region,county_number,full_name,party
"Громадянка України, народилася 06.07.1985 р., освіта вища, член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"", Відділення виконавчої дирекції Фонду соціального страхування від нещасних випадків на виробництві та профзахворювань міста Тернівка, Начальник, місце проживання: м.Тернівка, Дніпропетровська обл.",(Трачук Едуард Анатолійович),Тернівська міська рада,Дніпропетровська область,1,ІЛЮЩЕНКО АННА АНАТОЛІЇВНА,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""
"Громадянин України, народився 09.10.1975 р., освіта вища, член Партії ""Відродження"", Релігійна громада ""Нове Покоління"" християнської церкви в м. Тернівка, Пастор, місце проживання: м.Тернівка, Дніпропетровська обл.",(Миронов Юрій Володимирович),Тернівська міська рада,Дніпропетровська область,1,ЛЮБЕЖАНІН СЕРГІЙ ОЛЕКСАНДРОВИЧ,"ПАРТІЯ ""ВІДРОДЖЕННЯ"""
"Громадянин України, народився 08.03.1971 р., освіта вища, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", ШУ ""Павлоградське"" ПАТ ДТЕК ""Павлоградвугілля"", Голова НПГУ, місце проживання: м.Тернівка, Дніпропетровська обл.",(Меретова Елеонора Анатоліївна),Тернівська міська рада,Дніпропетровська область,1,ТЕРЕЩЕНКО ВАДИМ ВАЛЕРІЙОВИЧ,"ПОЛІТИЧНА ПАРТІЯ ВСЕУКРАЇНСЬКЕ ОБ’ЄДНАННЯ ""БАТЬКІВЩИНА"""
,(Пепель Ігор Володимирович),Тернівська міська рада,Дніпропетровська область,1,,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДЯНСЬКА ПОЗИЦІЯ"""
,(Бондар Євгеній Гаврилович),Тернівська міська рада,Дніпропетровська область,1,,"ПОЛІТИЧНА ПАРТІЯ ""НАШ КРАЙ"""
"Громадянка України, народилася 09.11.1974 р., освіта професійно-технічна, член Політичної Партії ""Опозиційний блок"", тимчасово не працює, місце проживання: м.Тернівка, Дніпропетровська обл.",(Лазуренко Сергій Іванович),Тернівська міська рада,Дніпропетровська область,1,ЯШКІНА СВІТЛАНА ОЛЕКСАНДРІВНА,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНИЙ БЛОК"""
,(Селезньов Сергій Володимирович),Тернівська міська рада,Дніпропетровська область,1,,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""
"Громадянка України, народилася 23.02.1984 р., освіта загальна середня, член Радикальної партії Олега Ляшка, тимчасово не працює, місце проживання: м.Тернівка, Дніпропетровська обл.",(Погребняк Сергій Сергійович),Тернівська міська рада,Дніпропетровська область,1,КАДУРІНА НАТАЛЯ В’ЯЧЕСЛАВІВНА,РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА
,(Трачук Едуард Анатолійович),Тернівська міська рада,Дніпропетровська область,2,,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ"""
"Громадянин України, народився 22.07.1968 р., освіта вища, безпартійний, Відділення ДАІ з обслуговування м. Тернівки ГУ УМВС України в Дніпропетровській обл.., Начальник, місце проживання: м.Павлоград, Дніпропетровська обл.",(Миронов Юрій Володимирович),Тернівська міська рада,Дніпропетровська область,2,ЖАДЬКО ВАСИЛЬ ІВАНОВИЧ,"ПАРТІЯ ""ВІДРОДЖЕННЯ"""
"Громадянка України, народилася 02.02.1979 р., освіта професійно-технічна, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", Фізична особа - підприємець, Фізична особа -підприємець, місце проживання: м.Тернівка, Дніпропетровська обл.",(Меретова Елеонора Анатоліївна),Тернівська міська рада,Дніпропетровська область,2,ПІНЧУК ОКСАНА СЕРГІЇВНА,"ПОЛІТИЧНА ПАРТІЯ ВСЕУКРАЇНСЬКЕ ОБ’ЄДНАННЯ ""БАТЬКІВЩИНА"""
,(Пепель Ігор Володимирович),Тернівська міська рада,Дніпропетровська область,2,,"ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДЯНСЬКА ПОЗИЦІЯ"""
,(Бондар Євгеній Гаврилович),Тернівська міська рада,Дніпропетровська область,2,,"ПОЛІТИЧНА ПАРТІЯ ""НАШ КРАЙ"""
"Громадянка України, народилася 03.10.1963 р., освіта вища, член Політичної Партії ""Опозиційний блок"", ""Навчально - курсовий комбінат"" ПАТ ДТЕК ""Павлоградвугілля"", Фахівець навчального пункту, місце проживання: м.Тернівка, Дніпропетровська обл.",(Лазуренко Сергій Іванович),Тернівська міська рада,Дніпропетровська область,2,САМОЙЛОВА ОЛЕНА ЛЕОНІДІВНА,"ПОЛІТИЧНА ПАРТІЯ ""ОПОЗИЦІЙНИЙ БЛОК"""
,(Селезньов Сергій Володимирович),Тернівська міська рада,Дніпропетровська область,2,,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"""
"Громадянка України, народилася 24.12.1984 р., освіта вища, член Радикальної партії Олега Ляшка, КДНЗ №3 Росинка, Вихователь, місце проживання: м.Мелітополь Запорізька обл.",(Погребняк Сергій Сергійович),Тернівська міська рада,Дніпропетровська область,2,БЕЗОТОСНА АЛЬОНА ВІТАЛІЇВНА,РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА
